Freq.,V(vo1)-V(vo2))/V(vc),Fase
1.00780786076048e+001,-503,0.00000000000000e+000
1.00784431845749e+001,-503,0.00000000000000e+000
1.00788077747336e+001,-503,0.00000000000000e+000
1.00791723780815e+001,-503,0.00000000000000e+000
1.00795369946190e+001,-503,0.00000000000000e+000
1.00799016243466e+001,-503,0.00000000000000e+000
1.00802662672648e+001,-503,0.00000000000000e+000
1.00806309233740e+001,-503,0.00000000000000e+000
1.00809955926747e+001,-503,0.00000000000000e+000
1.00813602751675e+001,-503,0.00000000000000e+000
1.00817249708527e+001,-503,0.00000000000000e+000
1.00820896797309e+001,-503,0.00000000000000e+000
1.00824544018025e+001,-503,0.00000000000000e+000
1.00828191370680e+001,-503,0.00000000000000e+000
1.00831838855279e+001,-503,0.00000000000000e+000
1.00835486471827e+001,-503,0.00000000000000e+000
1.00839134220328e+001,-503,0.00000000000000e+000
1.00842782100787e+001,-503,0.00000000000000e+000
1.00846430113209e+001,-503,0.00000000000000e+000
1.00850078257599e+001,-503,0.00000000000000e+000
1.00853726533962e+001,-503,0.00000000000000e+000
1.00857374942302e+001,-503,0.00000000000000e+000
1.00861023482624e+001,-503,0.00000000000000e+000
1.00864672154933e+001,-503,0.00000000000000e+000
1.00868320959233e+001,-503,0.00000000000000e+000
1.00871969895530e+001,-503,0.00000000000000e+000
1.00875618963828e+001,-503,0.00000000000000e+000
1.00879268164132e+001,-503,0.00000000000000e+000
1.00882917496446e+001,-503,0.00000000000000e+000
1.00886566960776e+001,-503,0.00000000000000e+000
1.00890216557127e+001,-503,0.00000000000000e+000
1.00893866285502e+001,-503,0.00000000000000e+000
1.00897516145907e+001,-503,0.00000000000000e+000
1.00901166138347e+001,-503,0.00000000000000e+000
1.00904816262826e+001,-503,0.00000000000000e+000
1.00908466519350e+001,-503,0.00000000000000e+000
1.00912116907922e+001,-503,0.00000000000000e+000
1.00915767428548e+001,-503,0.00000000000000e+000
1.00919418081233e+001,-503,0.00000000000000e+000
1.00923068865980e+001,-503,0.00000000000000e+000
1.00926719782796e+001,-503,0.00000000000000e+000
1.00930370831685e+001,-503,0.00000000000000e+000
1.00934022012651e+001,-503,0.00000000000000e+000
1.00937673325699e+001,-503,0.00000000000000e+000
1.00941324770835e+001,-503,0.00000000000000e+000
1.00944976348063e+001,-503,0.00000000000000e+000
1.00948628057387e+001,-503,0.00000000000000e+000
1.00952279898813e+001,-503,0.00000000000000e+000
1.00955931872345e+001,-503,0.00000000000000e+000
1.00959583977988e+001,-503,0.00000000000000e+000
1.00963236215747e+001,-503,0.00000000000000e+000
1.00966888585626e+001,-503,0.00000000000000e+000
1.00970541087631e+001,-503,0.00000000000000e+000
1.00974193721766e+001,-503,0.00000000000000e+000
1.00977846488036e+001,-503,0.00000000000000e+000
1.00981499386446e+001,-503,0.00000000000000e+000
1.00985152417000e+001,-503,0.00000000000000e+000
1.00988805579704e+001,-503,0.00000000000000e+000
1.00992458874561e+001,-503,0.00000000000000e+000
1.00996112301578e+001,-503,0.00000000000000e+000
1.00999765860758e+001,-503,0.00000000000000e+000
1.01003419552106e+001,-503,0.00000000000000e+000
1.01007073375628e+001,-503,0.00000000000000e+000
1.01010727331327e+001,-503,0.00000000000000e+000
1.01014381419209e+001,-503,0.00000000000000e+000
1.01018035639279e+001,-503,0.00000000000000e+000
1.01021689991541e+001,-503,0.00000000000000e+000
1.01025344476001e+001,-503,0.00000000000000e+000
1.01028999092662e+001,-503,0.00000000000000e+000
1.01032653841529e+001,-503,0.00000000000000e+000
1.01036308722609e+001,-503,0.00000000000000e+000
1.01039963735904e+001,-503,0.00000000000000e+000
1.01043618881421e+001,-503,0.00000000000000e+000
1.01047274159163e+001,-503,0.00000000000000e+000
1.01050929569135e+001,-503,0.00000000000000e+000
1.01054585111344e+001,-503,0.00000000000000e+000
1.01058240785792e+001,-503,0.00000000000000e+000
1.01061896592485e+001,-503,0.00000000000000e+000
1.01065552531428e+001,-503,0.00000000000000e+000
1.01069208602625e+001,-503,0.00000000000000e+000
1.01072864806082e+001,-503,0.00000000000000e+000
1.01076521141803e+001,-503,0.00000000000000e+000
1.01080177609792e+001,-503,0.00000000000000e+000
1.01083834210055e+001,-503,0.00000000000000e+000
1.01087490942597e+001,-503,0.00000000000000e+000
1.01091147807422e+001,-503,0.00000000000000e+000
1.01094804804535e+001,-503,0.00000000000000e+000
1.01098461933940e+001,-503,0.00000000000000e+000
1.01102119195643e+001,-503,0.00000000000000e+000
1.01105776589649e+001,-503,0.00000000000000e+000
1.01109434115961e+001,-503,0.00000000000000e+000
1.01113091774586e+001,-503,0.00000000000000e+000
1.01116749565527e+001,-503,0.00000000000000e+000
1.01120407488790e+001,-503,0.00000000000000e+000
1.01124065544378e+001,-503,0.00000000000000e+000
1.01127723732298e+001,-503,0.00000000000000e+000
1.01131382052554e+001,-503,0.00000000000000e+000
1.01135040505151e+001,-503,0.00000000000000e+000
1.01138699090093e+001,-503,0.00000000000000e+000
1.01142357807385e+001,-503,0.00000000000000e+000
1.01146016657032e+001,-503,0.00000000000000e+000
1.01149675639039e+001,-503,0.00000000000000e+000
1.01153334753410e+001,-503,0.00000000000000e+000
1.01156994000151e+001,-503,0.00000000000000e+000
1.01160653379266e+001,-503,0.00000000000000e+000
1.01164312890760e+001,-503,0.00000000000000e+000
1.01167972534638e+001,-503,0.00000000000000e+000
1.01171632310904e+001,-503,0.00000000000000e+000
1.01175292219563e+001,-503,0.00000000000000e+000
1.01178952260621e+001,-503,0.00000000000000e+000
1.01182612434081e+001,-503,0.00000000000000e+000
1.01186272739949e+001,-503,0.00000000000000e+000
1.01189933178230e+001,-503,0.00000000000000e+000
1.01193593748928e+001,-503,0.00000000000000e+000
1.01197254452048e+001,-503,0.00000000000000e+000
1.01200915287594e+001,-503,0.00000000000000e+000
1.01204576255573e+001,-503,0.00000000000000e+000
1.01208237355988e+001,-503,0.00000000000000e+000
1.01211898588844e+001,-503,0.00000000000000e+000
1.01215559954146e+001,-503,0.00000000000000e+000
1.01219221451898e+001,-503,0.00000000000000e+000
1.01222883082107e+001,-503,0.00000000000000e+000
1.01226544844775e+001,-503,0.00000000000000e+000
1.01230206739909e+001,-503,0.00000000000000e+000
1.01233868767513e+001,-503,0.00000000000000e+000
1.01237530927592e+001,-503,0.00000000000000e+000
1.01241193220150e+001,-503,0.00000000000000e+000
1.01244855645192e+001,-503,0.00000000000000e+000
1.01248518202724e+001,-503,0.00000000000000e+000
1.01252180892749e+001,-503,0.00000000000000e+000
1.01255843715273e+001,-503,0.00000000000000e+000
1.01259506670301e+001,-503,0.00000000000000e+000
1.01263169757837e+001,-503,0.00000000000000e+000
1.01266832977886e+001,-503,0.00000000000000e+000
1.01270496330453e+001,-503,0.00000000000000e+000
1.01274159815543e+001,-503,0.00000000000000e+000
1.01277823433160e+001,-503,0.00000000000000e+000
1.01281487183309e+001,-503,0.00000000000000e+000
1.01285151065996e+001,-503,0.00000000000000e+000
1.01288815081224e+001,-503,0.00000000000000e+000
1.01292479228999e+001,-503,0.00000000000000e+000
1.01296143509326e+001,-503,0.00000000000000e+000
1.01299807922208e+001,-503,0.00000000000000e+000
1.01303472467652e+001,-503,0.00000000000000e+000
1.01307137145662e+001,-503,0.00000000000000e+000
1.01310801956242e+001,-503,0.00000000000000e+000
1.01314466899397e+001,-503,0.00000000000000e+000
1.01318131975133e+001,-503,0.00000000000000e+000
1.01321797183454e+001,-503,0.00000000000000e+000
1.01325462524365e+001,-503,0.00000000000000e+000
1.01329127997870e+001,-503,0.00000000000000e+000
1.01332793603974e+001,-503,0.00000000000000e+000
1.01336459342683e+001,-503,0.00000000000000e+000
1.01340125214001e+001,-503,0.00000000000000e+000
1.01343791217933e+001,-503,0.00000000000000e+000
1.01347457354483e+001,-503,0.00000000000000e+000
1.01351123623657e+001,-503,0.00000000000000e+000
1.01354790025458e+001,-503,0.00000000000000e+000
1.01358456559893e+001,-503,0.00000000000000e+000
1.01362123226966e+001,-503,0.00000000000000e+000
1.01365790026681e+001,-503,0.00000000000000e+000
1.01369456959044e+001,-503,0.00000000000000e+000
1.01373124024058e+001,-503,0.00000000000000e+000
1.01376791221730e+001,-503,0.00000000000000e+000
1.01380458552063e+001,-503,0.00000000000000e+000
1.01384126015064e+001,-503,0.00000000000000e+000
1.01387793610735e+001,-503,0.00000000000000e+000
1.01391461339083e+001,-503,0.00000000000000e+000
1.01395129200111e+001,-503,0.00000000000000e+000
1.01398797193826e+001,-503,0.00000000000000e+000
1.01402465320230e+001,-503,0.00000000000000e+000
1.01406133579331e+001,-503,0.00000000000000e+000
1.01409801971131e+001,-503,0.00000000000000e+000
1.01413470495637e+001,-503,0.00000000000000e+000
1.01417139152852e+001,-503,0.00000000000000e+000
1.01420807942782e+001,-503,0.00000000000000e+000
1.01424476865431e+001,-503,0.00000000000000e+000
1.01428145920804e+001,-503,0.00000000000000e+000
1.01431815108907e+001,-503,0.00000000000000e+000
1.01435484429743e+001,-503,0.00000000000000e+000
1.01439153883317e+001,-503,0.00000000000000e+000
1.01442823469635e+001,-503,0.00000000000000e+000
1.01446493188702e+001,-503,0.00000000000000e+000
1.01450163040521e+001,-503,0.00000000000000e+000
1.01453833025098e+001,-503,0.00000000000000e+000
1.01457503142438e+001,-503,0.00000000000000e+000
1.01461173392545e+001,-503,0.00000000000000e+000
1.01464843775424e+001,-503,0.00000000000000e+000
1.01468514291080e+001,-503,0.00000000000000e+000
1.01472184939518e+001,-503,0.00000000000000e+000
1.01475855720743e+001,-503,0.00000000000000e+000
1.01479526634759e+001,-503,0.00000000000000e+000
1.01483197681571e+001,-503,0.00000000000000e+000
1.01486868861185e+001,-503,0.00000000000000e+000
1.01490540173604e+001,-503,0.00000000000000e+000
1.01494211618834e+001,-503,0.00000000000000e+000
1.01497883196879e+001,-503,0.00000000000000e+000
1.01501554907744e+001,-503,0.00000000000000e+000
1.01505226751435e+001,-503,0.00000000000000e+000
1.01508898727955e+001,-503,0.00000000000000e+000
1.01512570837310e+001,-503,0.00000000000000e+000
1.01516243079504e+001,-503,0.00000000000000e+000
1.01519915454543e+001,-503,0.00000000000000e+000
1.01523587962431e+001,-503,0.00000000000000e+000
1.01527260603173e+001,-503,0.00000000000000e+000
1.01530933376773e+001,-503,0.00000000000000e+000
1.01534606283237e+001,-503,0.00000000000000e+000
1.01538279322569e+001,-503,0.00000000000000e+000
1.01541952494774e+001,-503,0.00000000000000e+000
1.01545625799857e+001,-503,0.00000000000000e+000
1.01549299237823e+001,-503,0.00000000000000e+000
1.01552972808676e+001,-503,0.00000000000000e+000
1.01556646512422e+001,-503,0.00000000000000e+000
1.01560320349065e+001,-503,0.00000000000000e+000
1.01563994318610e+001,-503,0.00000000000000e+000
1.01567668421061e+001,-503,0.00000000000000e+000
1.01571342656424e+001,-503,0.00000000000000e+000
1.01575017024704e+001,-503,0.00000000000000e+000
1.01578691525904e+001,-503,0.00000000000000e+000
1.01582366160031e+001,-503,0.00000000000000e+000
1.01586040927088e+001,-503,0.00000000000000e+000
1.01589715827081e+001,-503,0.00000000000000e+000
1.01593390860015e+001,-503,0.00000000000000e+000
1.01597066025893e+001,-503,0.00000000000000e+000
1.01600741324722e+001,-503,0.00000000000000e+000
1.01604416756505e+001,-503,0.00000000000000e+000
1.01608092321248e+001,-503,0.00000000000000e+000
1.01611768018956e+001,-503,0.00000000000000e+000
1.01615443849633e+001,-503,0.00000000000000e+000
1.01619119813284e+001,-503,0.00000000000000e+000
1.01622795909914e+001,-503,0.00000000000000e+000
1.01626472139527e+001,-503,0.00000000000000e+000
1.01630148502129e+001,-503,0.00000000000000e+000
1.01633824997725e+001,-503,0.00000000000000e+000
1.01637501626318e+001,-503,0.00000000000000e+000
1.01641178387914e+001,-503,0.00000000000000e+000
1.01644855282519e+001,-503,0.00000000000000e+000
1.01648532310135e+001,-503,0.00000000000000e+000
1.01652209470770e+001,-503,0.00000000000000e+000
1.01655886764426e+001,-503,0.00000000000000e+000
1.01659564191109e+001,-503,0.00000000000000e+000
1.01663241750824e+001,-503,0.00000000000000e+000
1.01666919443576e+001,-503,0.00000000000000e+000
1.01670597269369e+001,-503,0.00000000000000e+000
1.01674275228209e+001,-503,0.00000000000000e+000
1.01677953320099e+001,-503,0.00000000000000e+000
1.01681631545046e+001,-503,0.00000000000000e+000
1.01685309903053e+001,-503,0.00000000000000e+000
1.01688988394125e+001,-503,0.00000000000000e+000
1.01692667018268e+001,-503,0.00000000000000e+000
1.01696345775486e+001,-503,0.00000000000000e+000
1.01700024665784e+001,-503,0.00000000000000e+000
1.01703703689167e+001,-503,0.00000000000000e+000
1.01707382845639e+001,-503,0.00000000000000e+000
1.01711062135206e+001,-503,0.00000000000000e+000
1.01714741557872e+001,-503,0.00000000000000e+000
1.01718421113642e+001,-503,0.00000000000000e+000
1.01722100802521e+001,-503,0.00000000000000e+000
1.01725780624513e+001,-503,0.00000000000000e+000
1.01729460579624e+001,-503,0.00000000000000e+000
1.01733140667858e+001,-503,0.00000000000000e+000
1.01736820889220e+001,-503,0.00000000000000e+000
1.01740501243716e+001,-503,0.00000000000000e+000
1.01744181731348e+001,-503,0.00000000000000e+000
1.01747862352124e+001,-503,0.00000000000000e+000
1.01751543106047e+001,-503,0.00000000000000e+000
1.01755223993122e+001,-503,0.00000000000000e+000
1.01758905013354e+001,-503,0.00000000000000e+000
1.01762586166747e+001,-503,0.00000000000000e+000
1.01766267453308e+001,-503,0.00000000000000e+000
1.01769948873040e+001,-503,0.00000000000000e+000
1.01773630425948e+001,-503,0.00000000000000e+000
1.01777312112037e+001,-503,0.00000000000000e+000
1.01780993931312e+001,-503,0.00000000000000e+000
1.01784675883778e+001,-503,0.00000000000000e+000
1.01788357969439e+001,-503,0.00000000000000e+000
1.01792040188301e+001,-503,0.00000000000000e+000
1.01795722540368e+001,-503,0.00000000000000e+000
1.01799405025645e+001,-503,0.00000000000000e+000
1.01803087644136e+001,-503,0.00000000000000e+000
1.01806770395848e+001,-503,0.00000000000000e+000
1.01810453280784e+001,-503,0.00000000000000e+000
1.01814136298949e+001,-503,0.00000000000000e+000
1.01817819450348e+001,-503,0.00000000000000e+000
1.01821502734986e+001,-503,0.00000000000000e+000
1.01825186152867e+001,-503,0.00000000000000e+000
1.01828869703998e+001,-503,0.00000000000000e+000
1.01832553388381e+001,-503,0.00000000000000e+000
1.01836237206023e+001,-503,0.00000000000000e+000
1.01839921156928e+001,-503,0.00000000000000e+000
1.01843605241101e+001,-503,0.00000000000000e+000
1.01847289458546e+001,-503,0.00000000000000e+000
1.01850973809269e+001,-503,0.00000000000000e+000
1.01854658293274e+001,-503,0.00000000000000e+000
1.01858342910566e+001,-503,0.00000000000000e+000
1.01862027661150e+001,-503,0.00000000000000e+000
1.01865712545031e+001,-503,0.00000000000000e+000
1.01869397562214e+001,-503,0.00000000000000e+000
1.01873082712703e+001,-503,0.00000000000000e+000
1.01876767996503e+001,-503,0.00000000000000e+000
1.01880453413619e+001,-503,0.00000000000000e+000
1.01884138964056e+001,-503,0.00000000000000e+000
1.01887824647819e+001,-503,0.00000000000000e+000
1.01891510464912e+001,-503,0.00000000000000e+000
1.01895196415341e+001,-503,0.00000000000000e+000
1.01898882499109e+001,-503,0.00000000000000e+000
1.01902568716223e+001,-503,0.00000000000000e+000
1.01906255066687e+001,-503,0.00000000000000e+000
1.01909941550505e+001,-503,0.00000000000000e+000
1.01913628167682e+001,-503,0.00000000000000e+000
1.01917314918224e+001,-503,0.00000000000000e+000
1.01921001802135e+001,-503,0.00000000000000e+000
1.01924688819420e+001,-503,0.00000000000000e+000
1.01928375970084e+001,-503,0.00000000000000e+000
1.01932063254131e+001,-503,0.00000000000000e+000
1.01935750671567e+001,-503,0.00000000000000e+000
1.01939438222396e+001,-503,0.00000000000000e+000
1.01943125906623e+001,-503,0.00000000000000e+000
1.01946813724253e+001,-503,0.00000000000000e+000
1.01950501675290e+001,-503,0.00000000000000e+000
1.01954189759741e+001,-503,0.00000000000000e+000
1.01957877977608e+001,-503,0.00000000000000e+000
1.01961566328898e+001,-503,0.00000000000000e+000
1.01965254813614e+001,-503,0.00000000000000e+000
1.01968943431763e+001,-503,0.00000000000000e+000
1.01972632183348e+001,-503,0.00000000000000e+000
1.01976321068375e+001,-503,0.00000000000000e+000
1.01980010086848e+001,-503,0.00000000000000e+000
1.01983699238772e+001,-503,0.00000000000000e+000
1.01987388524152e+001,-503,0.00000000000000e+000
1.01991077942993e+001,-503,0.00000000000000e+000
1.01994767495299e+001,-503,0.00000000000000e+000
1.01998457181077e+001,-503,0.00000000000000e+000
1.02002147000329e+001,-503,0.00000000000000e+000
1.02005836953061e+001,-503,0.00000000000000e+000
1.02009527039279e+001,-503,0.00000000000000e+000
1.02013217258986e+001,-503,0.00000000000000e+000
1.02016907612188e+001,-503,0.00000000000000e+000
1.02020598098889e+001,-503,0.00000000000000e+000
1.02024288719094e+001,-503,0.00000000000000e+000
1.02027979472809e+001,-503,0.00000000000000e+000
